Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
738¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Program
1137¿BinaryExpression¿===¿1300¿¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1138¿Identifier¿¿1300¿v128¿¿¿¿¿Identifier
1139¿Literal¿string¿1300¿¿'string'¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1140¿IfStatement¿¿1300¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿IfStatement
1141¿Identifier¿¿1300¿v129¿¿¿¿¿Identifier
1142¿ReturnStatement¿¿1300¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1143¿Identifier¿¿1300¿value¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1144¿BlockStatement¿¿1300¿¿¿¿{"start":{"line":46,"column":42},"end":{"line":48,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1145¿VariableDeclarator¿¿1300¿v130¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1146¿UnaryExpression¿typeof¿1300¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1147¿Identifier¿¿1300¿value¿¿¿{"start":{"line":49,"column":58},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1300¿v131¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1149¿NewExpression¿¿1300¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿NewExpression
1150¿Identifier¿¿1300¿Error¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1151¿TemplateLiteral¿¿1300¿¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿TemplateLiteral
1152¿Identifier¿¿1300¿v130¿¿¿¿¿Identifier
1153¿Identifier¿¿1300¿value¿¿¿{"start":{"line":49,"column":67},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1154¿ThrowStatement¿¿1300¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ThrowStatement
1155¿Identifier¿¿1300¿v131¿¿¿¿¿Identifier
1156¿BlockStatement¿¿1300¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1157¿BlockStatement¿¿1300¿¿¿¿¿¿BlockStatement
1158¿BlockStatement¿¿1300¿¿¿¿{"start":{"line":43,"column":31},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1159¿ExpressionStatement¿¿1298¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1160¿AssignmentExpression¿=¿1298¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1161¿Identifier¿¿1298¿values¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1162¿CallExpression¿¿1298¿¿¿¿{"start":{"line":43,"column":11},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1163¿MemberExpression¿¿1298¿¿¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1164¿Identifier¿¿1298¿values¿¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1165¿Identifier¿¿1298¿map¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1166¿Identifier¿¿1298¿v132¿¿¿¿¿Identifier
1167¿VariableDeclarator¿¿1298¿command¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1298¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1169¿Identifier¿¿1298¿shellEscape¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1170¿Identifier¿¿1298¿strings¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1171¿SpreadElement¿¿1298¿¿¿¿{"start":{"line":52,"column":37},"end":{"line":52,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿SpreadElement
1172¿VariableDeclarator¿¿1298¿v133¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1173¿MemberExpression¿computed¿1298¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1174¿Identifier¿¿1298¿systemShell¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1175¿Literal¿number¿1298¿¿0¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1176¿VariableDeclarator¿¿1298¿v134¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1177¿CallExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1178¿MemberExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1179¿Identifier¿¿1298¿systemShell¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1180¿Identifier¿¿1298¿slice¿¿¿{"start":{"line":53,"column":43},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1181¿Literal¿number¿1298¿¿1¿¿{"start":{"line":53,"column":49},"end":{"line":53,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1182¿VariableDeclarator¿¿1298¿v135¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1183¿ArrayExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrayExpression
1184¿Identifier¿¿1298¿command¿¿¿{"start":{"line":53,"column":60},"end":{"line":53,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1185¿VariableDeclarator¿¿1298¿v136¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1186¿CallExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1187¿MemberExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1188¿Identifier¿¿1298¿v134¿¿¿¿¿Identifier
1189¿Identifier¿¿1298¿concat¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1190¿Identifier¿¿1298¿v135¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1298¿v137¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1298¿¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1193¿Identifier¿¿1298¿spawn¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1194¿Identifier¿¿1298¿v133¿¿¿¿¿Identifier
1195¿Identifier¿¿1298¿v136¿¿¿¿¿Identifier
1196¿Identifier¿¿1298¿options¿¿¿{"start":{"line":53,"column":71},"end":{"line":53,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1197¿ReturnStatement¿¿1298¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1198¿Identifier¿¿1298¿v137¿¿¿¿¿Identifier
1199¿BlockStatement¿¿1298¿¿¿¿{"start":{"line":41,"column":55},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1200¿ExportNamedDeclaration¿¿1271¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExportNamedDeclaration
1201¿VariableDeclarator¿¿1271¿exec¿¿¿{"start":{"line":56,"column":7},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1202¿FunctionExpression¿¿1271¿anon¿¿¿{"start":{"line":56,"column":7},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿FunctionExpression
1203¿Identifier¿¿0¿stringsOrOptions¿¿¿{"start":{"line":56,"column":22},"end":{"line":56,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1204¿RestElement¿¿0¿¿¿¿{"start":{"line":56,"column":40},"end":{"line":56,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿RestElement
1205¿Identifier¿¿0¿values¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1304¿v138¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1207¿UnaryExpression¿typeof¿1304¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1208¿Identifier¿¿1304¿stringsOrOptions¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1209¿VariableDeclarator¿¿1304¿v139¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1210¿BinaryExpression¿===¿1304¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1211¿Identifier¿¿1304¿v138¿¿¿¿¿Identifier
1212¿Literal¿string¿1304¿¿'object'¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1213¿VariableDeclarator¿¿1304¿v140¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1215¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1216¿Identifier¿¿1304¿Array¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1217¿Identifier¿¿1304¿isArray¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1218¿Identifier¿¿1304¿stringsOrOptions¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1304¿v141¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1220¿UnaryExpression¿!¿1304¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1221¿Identifier¿¿1304¿v140¿¿¿¿¿Identifier
1222¿VariableDeclarator¿¿1304¿v142¿¿¿{"start":{"line":57,"column":6},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1223¿LogicalExpression¿&&¿1304¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1224¿Identifier¿¿1304¿v139¿¿¿¿¿Identifier
1225¿Identifier¿¿1304¿v141¿¿¿¿¿Identifier
1226¿VariableDeclarator¿¿1304¿v143¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1227¿UnaryExpression¿typeof¿1304¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1228¿Identifier¿¿1304¿values¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1229¿VariableDeclarator¿¿1304¿v144¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1230¿BinaryExpression¿!==¿1304¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1231¿Identifier¿¿1304¿v143¿¿¿¿¿Identifier
1232¿Literal¿string¿1304¿¿'undefined'¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1233¿VariableDeclarator¿¿1304¿v145¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1234¿LogicalExpression¿&&¿1304¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1235¿Identifier¿¿1304¿v142¿¿¿¿¿Identifier
1236¿Identifier¿¿1304¿v144¿¿¿¿¿Identifier
1237¿VariableDeclarator¿¿1304¿v146¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1238¿CallExpression¿¿1304¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1239¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1240¿Identifier¿¿1304¿Array¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1241¿Identifier¿¿1304¿isArray¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1242¿Identifier¿¿1304¿values¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1304¿v147¿¿¿{"start":{"line":57,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1244¿LogicalExpression¿&&¿1304¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1245¿Identifier¿¿1304¿v145¿¿¿¿¿Identifier
1246¿Identifier¿¿1304¿v146¿¿¿¿¿Identifier
1247¿IfStatement¿¿1304¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿IfStatement
1248¿Identifier¿¿1304¿v147¿¿¿¿¿Identifier
1249¿VariableDeclarator¿¿1304¿v148¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1304¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1251¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1252¿Identifier¿¿1304¿execWithOptions¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1253¿Identifier¿¿1304¿bind¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1254¿Literal¿object¿1304¿¿null¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1255¿Identifier¿¿1304¿stringsOrOptions¿¿¿{"start":{"line":62,"column":38},"end":{"line":62,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1256¿ReturnStatement¿¿1304¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1257¿Identifier¿¿1304¿v148¿¿¿¿¿Identifier
1258¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1259¿VariableDeclarator¿¿1304¿v149¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1260¿ObjectExpression¿¿1304¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ObjectExpression
1261¿VariableDeclarator¿¿1304¿v150¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1304¿¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1263¿Identifier¿¿1304¿execWithOptions¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1264¿Identifier¿¿1304¿v149¿¿¿¿¿Identifier
1265¿Identifier¿¿1304¿stringsOrOptions¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1266¿SpreadElement¿¿1304¿¿¿¿{"start":{"line":64,"column":49},"end":{"line":64,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿SpreadElement
1267¿ReturnStatement¿¿1304¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1268¿Identifier¿¿1304¿v150¿¿¿¿¿Identifier
1269¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":63,"column":9},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
