Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
987¿Program¿¿-1¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":165,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Program
1067¿UnaryExpression¿!¿1731¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿UnaryExpression
1068¿Identifier¿¿1731¿ext¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1069¿IfStatement¿¿1731¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿IfStatement
1070¿Identifier¿¿1731¿v96¿¿¿¿¿Identifier
1071¿VariableDeclarator¿¿1731¿v97¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1072¿NewExpression¿¿1731¿¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿NewExpression
1073¿Identifier¿¿1731¿Error¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1074¿TemplateLiteral¿¿1731¿¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿TemplateLiteral
1075¿Identifier¿¿1731¿format¿¿¿{"start":{"line":51,"column":42},"end":{"line":51,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1076¿ThrowStatement¿¿1731¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿ThrowStatement
1077¿Identifier¿¿1731¿v97¿¿¿¿¿Identifier
1078¿BlockStatement¿¿1731¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿BlockStatement
1079¿VariableDeclarator¿¿1731¿v102¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1080¿ArrowFunctionExpression¿¿1731¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿ArrowFunctionExpression
1081¿Identifier¿¿0¿_¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1082¿VariableDeclarator¿¿1734¿v98¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1083¿BinaryExpression¿+¿1734¿¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿BinaryExpression
1084¿Literal¿string¿1734¿¿'-'¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Literal
1085¿Identifier¿¿1734¿width¿¿¿{"start":{"line":53,"column":51},"end":{"line":53,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1086¿VariableDeclarator¿¿1734¿v99¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1087¿BinaryExpression¿+¿1734¿¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿BinaryExpression
1088¿Identifier¿¿1734¿v98¿¿¿¿¿Identifier
1089¿Literal¿string¿1734¿¿'w'¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Literal
1090¿VariableDeclarator¿¿1734¿v100¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1091¿BinaryExpression¿+¿1734¿¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿BinaryExpression
1092¿Identifier¿¿1734¿v99¿¿¿¿¿Identifier
1093¿Literal¿string¿1734¿¿'.'¿¿{"start":{"line":53,"column":65},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Literal
1094¿VariableDeclarator¿¿1734¿v101¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1095¿BinaryExpression¿+¿1734¿¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿BinaryExpression
1096¿Identifier¿¿1734¿v100¿¿¿¿¿Identifier
